SSDSE-B-2023,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,G5105,G7101,G7102,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,H5609,H5610,H5614,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2018,R16000,ïxéRåß,1050000,510000,541000,1035000,502000,533000,122000,63000,59000,593000,304000,289000,336000,143000,193000,6846,3551,3295,1.52,13066,6478,6588,11732,6990,4742,13349,7544,5805,4234,1322,15.0,32.8,-1.0,179,2751,8281,1225891,426,15303,30600,73600,51,368,3050,190,3587,50907,82,2130,27879,9552,9369,53,2278,28286,9142,4814,2,5,74,1087,1006,10370,445,13,2309,465,27,23,3356,3028,29119,107027,199681,11212,11293,25883,3116130,265870,6400,3386,2251,724,641446,451432,73545,113475,406000.0,1045,24.1,88,764,445,303,33851,0,31233,2970,324437,82244,11929,27618,11981,10567,12936,55863,13324,29748,68226
2017,R16000,ïxéRåß,1056000,512000,545000,1043000,505000,537000,124000,64000,60000,598000,306000,292000,334000,142000,192000,7178,3725,3453,1.55,13161,6543,6618,12305,7360,4945,13398,7429,5969,4360,1393,14.3,31.3,0.2,183,2699.5,7602,1162682,433,15034,30500,72600,57,430,3807,193,3598,51932,82,2116,28534,9656,9532,53,2306,28708,9195,4768,2,5,76,1061,1037,10322,476,12,2334,459,27,23,3300,3226,30100,109960,187365,11643,11801,25714,3091600,263840,6588,3240,2599,735,636274,433911,75275,124597,407705.0,1044,24.1,87,760,445,293,31675,0,29536,2767,315868,75469,16361,24743,11216,10510,12089,45051,8580,28992,82857
2016,R16000,ïxéRåß,1061000,513000,548000,1049000,508000,541000,127000,65000,62000,604000,308000,296000,330000,140000,190000,7302,3720,3582,1.50,12864,6444,6420,12206,7288,4918,13210,7210,6000,4486,1368,15.2,31.3,1.0,171,2335.5,7730,1220550,435,14788,30600,72600,66,487,4547,193,3614,53112,83,2149,29312,10111,9994,53,2313,28624,9115,4758,2,5,73,1052,1084,10189,501,16,2255,435,28,24,3253,2980,31352,116567,167922,11707,11840,23553,2842140,198210,7249,3368,3060,651,692385,459498,72795,153793,407807.0,1039,23.9,87,758,453,288,31483,0,29281,2988,309205,75501,12236,24105,9540,11371,12630,45581,11414,27761,79066
2015,R16000,ïxéRåß,1066328,515147,551181,1052353,509212,543141,128848,66211,62637,605545,307121,298424,322899,136565,186334,7567,3876,3691,1.51,12731,6506,6225,12549,7379,5170,13594,7555,6039,4539,1477,14.8,30.6,0.1,174,2140.5,7427,1206487,444,14288,30500,71700,74,524,5228,196,3653,54195,83,2173,29867,10095,9938,53,2309,28671,9161,4761,2,5,73,1055,1128,10173,492,10,2276,451,29,25,3425,2320,32927,125035,161896,12344,12470,21526,3152110,192200,6261,3174,2204,794,637231,433755,79929,117273,410200.0,1038,23.7,88,763,450,289,31144,0,29305,3520,313798,76198,14942,26158,11501,11487,12309,45142,10435,30294,75332
2014,R16000,ïxéRåß,1072000,517000,554000,1061000,513000,548000,133000,68000,65000,619000,314000,305000,318000,134000,184000,7556,3914,3642,1.45,12584,6469,6115,11891,6934,4957,12982,7247,5735,4540,1417,14.3,30.3,-0.5,168,2535,7515,1412406,460,14545,30400,70700,86,617,6605,196,3651,55277,83,2183,30419,10189,10041,53,2316,28857,9365,4870,2,5,75,1091,1161,10206,554,17,2295,402,30,25,3494,3012,34963,133516,163119,13079,13181,22549,2849000,132520,5527,3230,1829,416,591621,444592,45831,97588,413128.0,1042,24,88,768,453,288,30235,0,28968,3977,339622,74998,12856,25893,13347,12239,11924,48245,11055,31366,97700
2013,R16000,ïxéRåß,1077000,520000,558000,1067000,516000,551000,135000,69000,66000,632000,320000,312000,309000,129000,179000,7722,3973,3749,1.43,12547,6390,6157,12152,7174,4978,13506,7563,5943,4739,1562,14.5,32.9,-0.8,179,2862.5,8603,1394344,476,14985,30300,70100,89,635,6891,198,3685,56684,82,2172,30372,10063,9930,53,2308,28864,9106,4712,2,5,74,1102,1223,10289,532,9,2321,457,32,25,3442,2458,37996,147776,156641,14484,14527,23874,2888300,125600,6130,3909,1692,475,697946,546823,53319,95420,405329.0,1017,22.2,90,771,453,291,30127,0,29127,3941,323697,72474,11863,27780,9478,11664,11543,58812,10195,27604,82284
2012,R16000,ïxéRåß,1083000,523000,561000,1073000,518000,555000,138000,71000,67000,646000,327000,319000,299000,124000,175000,7880,4077,3803,1.42,12754,6503,6251,12680,7349,5331,13353,7445,5908,4871,1548,14.2,33.0,-1.2,182,2322.5,7211,1288083,491,15200,32100,83100,92,677,7229,199,3682,57959,83,2152,30364,10098,9939,53,2344,29279,9556,5002,3,5,72,1102,1199,10301,526,10,2251,413,32,26,3338,2391,41159,162737,136046,15171,15304,27736,2798840,79000,5470,3267,1861,285,593856,463022,32613,94891,410709.0,1024,22.8,91,772,453,298,30297,0,29217,3972,304475,69200,21834,26288,9605,11488,11600,42238,8029,27409,76783
2011,R16000,ïxéRåß,1088000,525000,564000,1078000,520000,557000,140000,72000,68000,661000,334000,327000,287000,119000,169000,7823,4074,3749,1.37,12264,6235,6029,12978,7518,5460,13318,7385,5933,4628,1432,14.3,31.1,-1.1,191,2668.5,7077,1116729,502,15410,32700,84500,93,649,7411,201,3717,59145,83,2168,30500,10308,10150,61,2354,28753,8791,4680,3,5,75,1100,1166,10207,505,19,2179,410,31,27,3339,2431,43344,168875,130746,15745,15683,27450,2681980,48270,5715,3456,1855,331,623340,485356,34952,97919,402292.0,1004,23.5,91,773,450,294,29862,0,28675,3877,299246,68186,12744,26337,9166,11167,13409,41082,9056,30270,77830
2010,R16000,ïxéRåß,1093247,526605,566642,1078898,520393,558505,141936,72852,69084,662072,333367,328705,285102,117680,167422,8188,4279,3909,1.42,11875,6156,5719,12664,7407,5257,13310,7328,5982,4928,1569,14.9,34.3,0.6,192,2786.5,6028,1220282,516,15434,33600,86500,94,680,7660,203,3700,59870,83,2153,30448,10044,9875,61,2341,28613,8926,4834,3,5,78,1103,1120,10115,465,19,2183,477,31,27,3390,2264,44613,181972,113582,15411,15623,26716,2737810,84570,5378,3342,1637,372,611852,479875,41014,88970,382715.0,956,20.5,91,770,458,291,28595,0,27458,3753,317418,72164,15871,26985,11183,13048,11121,43620,10793,32911,79723
2009,R16000,ïxéRåß,1098000,529000,569000,1085000,523000,562000,140000,72000,68000,671000,339000,333000,284000,117000,168000,8426,4274,4152,1.37,11480,5962,5518,12964,7525,5439,14896,8548,6348,5024,1699,14.6,28.8,0.6,170,2224,5582,1008052,523,15411,35200,90600,99,695,7823,204,3679,60459,84,2141,30918,10531,10330,58,2318,28110,9041,4989,4,5,76,1102,1039,10004,486,42,2206,555,32,28,3147,2266,48191,220506,88821,14452,14646,24851,2583640,57300,5238,3289,1765,175,595515,476672,22438,94672,388737.0,969,20.5,92,779,454,304,30210,0,29386,3881,314574,72146,21720,25596,12761,11710,11178,37682,10468,29715,81598
2020,R17000,êŒêÏåß,1132526,549771,582755,1102692,533544,569148,137096,70104,66992,641383,324568,316815,333660,142915,190745,7712,3973,3739,1.47,12721,6385,6336,17077,10181,6896,18576,10938,7638,4336,1474,15.9,32.9,2.8,194,2535.5,5525,1148844,738,27769,44300,115600,50,651,4834,204,4062,57706,89,2198,30259,9832,9650,56,2409,30515,9872,5711,5,13,88,2741,1440,27369,700,18,5838,921,37,20,4846,3210,28985,131332,152459,7774,7574,8534,4555390,157940,6749,3359,2564,813,625236,421966,88356,112555,377643.0,913,15,78,869,481,350,38830,0,34108,2684,299375,79070,15940,22207,13205,10384,14836,48003,13977,26566,55186
2019,R17000,êŒêÏåß,1139000,553000,586000,1124000,545000,579000,140000,71000,69000,661000,337000,324000,337000,144000,192000,7808,4000,3808,1.46,12900,6358,6542,17083,10176,6907,19639,11362,8277,4985,1532,15.8,32.1,1.3,158,2009.5,6356,1382613,743,27947,44100,118200,52,691,5530,204,4077,58793,89,2190,30109,10156,9993,56,2433,31532,10418,5879,5,13,97,2740,1402,26624,641,22,5739,890,38,20,4676,3426,29910,120346,203879,9778,9658,34248,7631900,926770,7825,3652,2775,1286,741391,466952,136749,132552,389383.0,933,14.9,81,872,484,355,38907,0,35158,2918,355065,87124,24847,26311,10838,12923,14016,57709,17612,37560,66126
2018,R17000,êŒêÏåß,1145000,555000,590000,1131000,548000,583000,143000,73000,70000,667000,339000,328000,334000,143000,191000,8359,4325,4034,1.54,12723,6256,6467,17392,10426,6966,18989,11074,7915,4965,1469,15.5,32.9,-0.1,185,2765.5,6605,1310302,753,26933,43000,109900,55,693,6052,208,4085,59610,89,2215,30699,10674,10531,56,2435,31987,10439,5732,5,13,104,2734,1483,25984,789,38,5705,878,38,20,4729,3373,30847,119302,218264,10953,10918,32284,7844840,846920,7980,3854,2859,1221,774082,492462,133303,144308,393629.0,942,15,81,873,483,353,38073,0,35095,3280,339175,78671,18189,26486,12514,13150,13656,61649,19808,31264,63788
2017,R17000,êŒêÏåß,1148000,557000,592000,1137000,551000,586000,145000,74000,71000,671000,341000,331000,331000,141000,190000,8696,4432,4264,1.54,12727,6317,6410,17856,10641,7215,18484,10753,7731,5169,1540,15.0,31.2,1.1,179,2703,6062,1210100,760,25574,42000,104200,59,713,6752,211,4114,59784,89,2233,31422,10560,10439,56,2455,32430,10357,5697,5,12,101,2634,1647,25233,803,26,5543,853,38,20,4707,3312,32371,124475,203658,11404,11378,31156,7350320,711100,7716,3681,2970,1050,741411,475162,111908,151673,406653.0,968,14.4,81,876,482,339,36488,0,34153,3547,335446,79714,17995,22931,10328,13717,10736,51248,18238,33219,77320
2016,R17000,êŒêÏåß,1151000,558000,594000,1141000,552000,588000,147000,75000,72000,677000,343000,334000,327000,139000,187000,8927,4646,4281,1.53,12422,6202,6220,17519,10329,7190,18330,10874,7456,5126,1653,15.7,31.8,1.5,177,2390.5,6299,1282495,759,24975,41800,98400,61,735,7105,212,4119,60503,91,2278,32309,11054,10949,56,2475,32574,10550,5739,5,12,100,2651,1607,25251,746,35,5827,906,37,20,4813,3307,33986,133072,186137,12031,12094,28960,7594220,584910,7867,3791,3052,890,751808,489856,96849,158367,414689.0,984,14.8,82,872,481,337,36277,0,34170,3907,306605,75981,19791,23257,8273,12429,11480,46507,13489,30597,64802
2015,R17000,êŒêÏåß,1154008,558589,595419,1138322,550939,587383,148372,75584,72788,672515,338627,333888,317151,134940,182211,9072,4587,4485,1.54,12280,6047,6233,17933,10705,7228,18220,10537,7683,5200,1703,15.3,30.9,1.2,174,2164.5,6131,1557728,766,25915,41600,90100,61,690,7347,222,4166,61639,94,2312,32861,11188,11063,56,2469,32402,10203,5577,5,12,103,2588,1585,25032,792,37,5351,884,37,20,4834,3282,36305,141985,178821,13134,13151,24634,7542450,433530,7083,3729,2490,846,717087,486682,96352,131513,421269.0,995,14.4,84,878,487,343,36369,0,34700,4228,310010,75794,17478,24522,10662,11152,16886,43024,8706,29776,72011
2014,R17000,êŒêÏåß,1157000,560000,597000,1148000,556000,592000,152000,77000,74000,691000,350000,341000,313000,132000,181000,8961,4580,4381,1.45,12190,6138,6052,16994,10090,6904,17580,10148,7432,5370,1708,14.8,30.4,0.7,161,2634.5,5830,1361641,791,25818,41600,85100,68,718,7830,228,4190,62162,95,2344,33427,11121,10990,56,2475,32306,10314,5602,5,12,107,2568,1605,25015,755,43,5515,896,36,20,4774,3556,38863,153493,188853,14347,14215,26338,6544330,315070,6766,3426,2372,951,688265,445281,109928,130887,417629.0,986,13.8,84,874,488,333,35611,0,34110,4920,335861,77986,16871,26048,10907,13244,13716,59617,14993,32808,69671
2013,R17000,êŒêÏåß,1160000,561000,599000,1151000,557000,594000,154000,79000,75000,703000,356000,348000,302000,127000,175000,9449,4869,4580,1.49,12223,6104,6119,17803,10703,7100,18585,10691,7894,5340,1812,15.0,32.0,0.2,181,3318,6764,1429805,804,24958,41800,84400,73,740,8086,230,4218,62954,98,2361,33736,11393,11243,56,2480,31968,10093,5464,5,12,108,2566,1597,25128,768,74,5554,871,35,21,4762,3375,41416,168967,177728,15072,14941,26946,6571350,303990,7421,4327,2165,910,800673,577585,102223,118686,422364.0,994,14.3,85,877,493,344,36816,0,35095,4982,324434,71501,21983,23781,9850,12958,13430,53427,11768,32628,73110
2012,R17000,êŒêÏåß,1164000,562000,601000,1155000,558000,596000,156000,80000,76000,716000,361000,355000,291000,121000,170000,9544,4846,4698,1.47,12223,6203,6020,17263,10254,7009,17684,10152,7532,5708,1765,14.8,33.1,0.0,187,2675.5,6103,1275618,826,25049,42300,89200,73,739,8192,231,4238,64137,101,2370,33622,11055,10940,56,2507,32352,10529,5670,5,12,111,2555,1633,24600,788,69,5396,878,36,21,4692,3494,45084,185959,153825,15954,15774,30930,6381790,180190,6407,3807,1862,693,691559,505076,79907,103038,422358.0,991,14.7,87,878,495,345,35864,0,34150,4817,313616,72967,14448,25695,10174,12161,14042,48451,17612,30630,67436
2011,R17000,êŒêÏåß,1167000,564000,603000,1157000,559000,598000,158000,80000,77000,730000,368000,362000,279000,115000,164000,9555,4931,4624,1.43,11962,6074,5888,17161,10077,7084,17915,10242,7673,5467,1711,14.8,31.3,-0.9,186,2467,5822,1216047,857,25672,43400,90800,75,737,8122,232,4247,65598,102,2391,33822,11301,11136,56,2495,32249,10118,5417,5,12,114,2539,1761,24552,863,63,5389,909,35,21,4573,3631,47732,197152,149052,17478,17375,30491,6314210,117450,6658,3673,1973,588,670128,485690,66024,107293,424914.0,1001,15.4,88,871,493,344,36084,0,34180,4884,303281,73556,17097,25311,9048,13611,14139,34700,15626,28392,71801
2010,R17000,êŒêÏåß,1169788,564972,604816,1154833,557425,597408,159283,81213,78070,725951,363898,362053,275337,113853,161484,9602,4944,4658,1.44,11607,6030,5577,17182,10182,7000,17705,10207,7498,5829,1817,15.1,33.2,1.4,197,2858.5,5930,1266018,877,25942,45200,94700,75,736,8123,233,4238,66761,102,2353,33476,11087,10937,60,2510,32452,10283,5633,5,12,120,2528,1893,24434,919,88,5235,1070,35,22,4432,3505,53094,219470,123360,17728,17800,30580,5944790,188340,6706,3817,2386,467,684643,503117,51362,127169,423800.0,998,15.3,88,860,491,339,35565,0,33408,4615,331215,76231,13653,26035,10999,13622,12534,47579,11947,35912,82704
2009,R17000,êŒêÏåß,1171000,565000,605000,1160000,561000,600000,159000,82000,77000,731000,367000,364000,274000,113000,161000,9849,5009,4840,1.40,11246,5843,5403,18194,10834,7360,19064,11020,8044,5887,1863,14.8,29.4,1.1,163,2292,5449,1088322,887,25804,48000,97600,75,720,8200,233,4232,67132,105,2386,34052,11645,11448,63,2520,32086,10241,5662,5,12,119,2519,1957,24111,942,106,5248,1095,35,24,4203,3499,55135,246110,102405,16265,16311,28016,5582820,121980,6210,3383,2441,338,633405,460385,38631,130383,431058.0,1013,15.2,88,862,494,358,37304,0,35481,4889,341504,75664,14866,24065,10609,13404,14501,49701,20026,34496,84172
2020,R18000,ïüà‰åß,766863,373973,392890,746068,364095,381973,95544,49101,46443,427984,217754,210230,232684,100768,131916,5313,2678,2635,1.56,9286,4644,4642,8492,5107,3385,10800,6108,4692,3029,1052,15.6,34.0,2.2,181,2531.5,3967,690566,932,15762,29700,55900,67,257,1311,196,3095,40177,82,1832,21170,7019,6880,35,1654,21221,7089,4217,1,6,32,1050,459,10068,219,3,2242,341,20,12,1477,1856,18025,74143,115269,6494,6515,5136,2063560,16360,3961,2386,1194,371,406112,308321,41074,55814,265495.0,938,13.4,57,573,301,284,27969,0,25632,1887,253715,75628,12243,24883,10398,7392,12936,32947,9089,23553,44645
2019,R18000,ïüà‰åß,771000,376000,396000,758000,370000,388000,97000,50000,47000,436000,222000,214000,235000,102000,133000,5307,2770,2537,1.56,9593,4753,4840,8384,5081,3303,11216,6299,4917,3320,1093,15.6,33.0,0.7,172,1851.5,4463,883137,949,15959,30100,54200,71,290,1567,196,3096,41062,82,1835,21206,7107,6978,35,1654,21856,7260,4130,2,6,32,1045,486,9922,253,1,2181,334,20,12,1550,1883,19024,70236,134802,7695,7760,20830,3139410,79440,4827,2598,1653,563,483874,340676,59136,82315,275483.0,964,14.3,57,573,300,280,27936,10,25400,1998,286636,76582,14360,25639,12412,9321,12517,42775,11039,24358,57634
2018,R18000,ïüà‰åß,777000,378000,399000,764000,372000,391000,99000,51000,48000,441000,224000,217000,234000,101000,133000,5826,2991,2835,1.67,9221,4623,4598,8608,5141,3467,10767,6023,4744,3274,1081,15.3,33.7,-1.6,175,2632,4612,939655,973,16193,30300,54500,76,323,1914,200,3130,41801,82,1833,21304,7186,7060,35,1661,22265,7167,4010,2,6,66,1026,712,9820,435,3,2138,354,20,15,1559,2192,19156,69918,139838,8417,8505,20588,3016400,65560,4662,2624,1628,384,474415,350577,42526,78791,287646.0,1001,18.6,57,575,299,279,27977,18,25588,2093,283352,74240,11937,24929,8853,10640,10336,44709,9340,25546,62822
2017,R18000,ïüà‰åß,780000,379000,401000,769000,374000,394000,101000,52000,49000,446000,226000,220000,232000,100000,132000,5856,2966,2890,1.62,9347,4672,4675,8754,5187,3567,10273,5735,4538,3381,1083,14.6,32.0,0.4,180,2506.5,4022,789523,987,15792,30700,54900,83,391,2585,201,3119,42177,83,1851,21773,7466,7350,35,1677,22592,7365,4183,2,6,64,938,948,9612,452,6,2110,378,20,16,1572,1999,19441,71972,132724,8658,8791,19516,2818900,53800,3875,2268,1214,385,407960,305769,43019,57815,283318.0,981,18,58,575,296,269,27069,0,25559,2272,266190,75836,11563,23450,9423,9537,11172,34521,7821,26530,56337
2016,R18000,ïüà‰åß,783000,380000,403000,773000,376000,397000,102000,52000,50000,451000,228000,223000,229000,99000,130000,6112,3173,2939,1.65,9228,4606,4622,8557,4946,3611,10377,5810,4567,3453,1119,15.6,32.3,1.0,165,2027,4266,810277,1003,16008,31000,55700,88,437,3078,202,3158,42962,84,1887,22710,7821,7697,36,1682,22839,7564,4227,2,5,88,898,1148,9359,444,3,2057,406,21,17,1681,1861,21120,77476,125688,9311,9359,17778,2924960,48530,4091,2477,1204,402,445614,336377,45153,63028,278184.0,958,16.6,58,581,292,267,26668,0,25444,2432,265134,69783,12335,22408,8805,10267,10821,33764,10638,23791,62521
2015,R18000,ïüà‰åß,786740,381474,405266,774337,376236,398101,102986,52796,50190,451409,227558,223851,222408,95685,126723,6230,3226,3004,1.63,8971,4450,4521,8528,5063,3465,10682,6070,4612,3481,1194,15.2,31.8,0.7,171,2299.5,4096,782934,1021,16005,31500,56400,96,462,3337,202,3130,43298,84,1868,23136,7741,7622,38,1711,23026,7348,4118,2,5,85,892,1181,9118,456,7,1918,366,22,17,1851,1935,22707,82782,116093,9704,9920,15889,3161220,48430,3968,2365,1199,398,429707,324997,43439,60030,277789.0,948,16.1,60,581,290,268,26220,0,25212,2821,279454,72418,14276,22868,8688,11469,11044,34437,7464,25413,71377
2014,R18000,ïüà‰åß,791000,383000,408000,782000,380000,402000,106000,54000,52000,463000,234000,229000,220000,94000,127000,6166,3169,2997,1.55,8817,4421,4396,8048,4768,3280,10294,5858,4436,3706,1135,14.6,30.7,-0.3,169,2463.5,3889,856729,1067,16166,32000,57400,122,572,4768,206,3169,43775,85,1900,23464,7906,7754,39,1762,23235,7503,4147,2,5,82,890,1215,9029,484,11,1954,337,21,19,2000,1952,23629,87820,112191,10420,10460,16283,2634730,27350,3548,2233,966,329,405228,314231,39250,50187,280103.0,954,16.6,60,582,292,253,24260,0,24329,3228,283518,68391,19387,24709,9192,10854,11722,40858,6682,25645,66078
2013,R18000,ïüà‰åß,796000,385000,410000,786000,381000,404000,108000,55000,53000,473000,239000,234000,214000,90000,124000,6461,3295,3166,1.60,8764,4451,4313,8493,4944,3549,10548,5891,4657,3744,1181,14.9,33.1,-0.1,172,2725.5,4882,926864,1102,16710,32800,58800,125,563,5016,207,3190,44457,85,1903,23816,8156,7998,38,1748,23229,7483,3997,3,4,84,872,1148,8907,392,8,1986,362,22,19,2038,2050,25514,99617,107591,10799,10825,17264,2386970,28460,4334,2993,917,417,527345,428224,49709,48437,285639.0,967,17,60,591,291,261,24940,0,25240,3430,287092,65732,12394,25387,9635,10165,8314,53946,10735,24249,66535
2012,R18000,ïüà‰åß,800000,387000,412000,790000,383000,407000,109000,56000,53000,482000,243000,239000,208000,87000,120000,6712,3452,3260,1.60,8795,4427,4368,8819,5185,3634,10460,5906,4554,3634,1240,14.6,34.2,-1.0,178,2492.5,4334,824406,1126,16983,33400,62100,125,555,5242,207,3181,45023,85,1889,24086,7983,7821,40,1838,23748,7776,4107,3,4,93,896,1152,8765,466,20,1880,348,21,20,2057,2142,27060,105985,101341,11037,11105,20828,2454870,21030,3803,2525,919,353,448607,358024,41162,48644,289940.0,976,17.8,62,589,286,267,25405,0,25206,3383,278972,67355,13074,25327,9636,10110,10056,36628,10113,25515,71158
