SSDSE-F-2023,1991-2020îN,,,CN100,CN110,CN120,CN131,CN132,CN141,CN142,CN143,CN144,CN151,CN152,CN200,CN210,CN220,CN230,CN300,CN311,CN312,CN313,CN400,CN410,CN420,CN500,CN511,CN512,CN513,CN514,CN515,CN600,CN610,CN620,CN631,CN632,CN633,CN640,CN651,CN652,CN653,CN654,CN900,CN910,CN920
R28100,ï∫å…åß,ê_åÀés,12åé,8.8,12.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1016.7,1020.5,62,7.2,3.9,4.4,0.1,0.0,153.2,20.1,2.5,48.7,5.7,1.6,0.3,0.1,0.0,4.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R28100,ï∫å…åß,ê_åÀés,îN,17.0,20.5,14.0,0.2,80.0,0.0,130.1,57.9,4.7,4.4,46.8,1011.4,1015.0,65,14.5,3.6,38.6,2.6,0.5,2083.7,217.1,43.0,1277.8,93.3,39.0,11.2,4.5,0.5,26.9,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,34.70,135.21,5.3
R29201,ìﬁó«åß,ìﬁó«és,01åé,4.5,8.7,0.8,0.3,0.0,0.0,0.0,0.0,0.0,12.2,0.0,1006.8,1019.7,69,5.7,2.2,0.0,0.0,0.0,118.3,14.7,3.2,52.4,6.2,1.7,0.2,0.1,0.0,11.5,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,02åé,5.1,9.9,1.0,0.1,0.0,0.0,0.0,0.0,0.0,11.7,0.0,1006.6,1019.5,68,5.8,2.3,0.0,0.0,0.0,120.9,13.5,2.7,63.1,6.9,2.3,0.2,0.0,0.0,11.8,3,2,0.2,0.1,0.0,3,0.4,0.2,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,03åé,8.5,13.9,3.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1004.9,1017.6,63,7.1,2.4,0.0,0.0,0.0,157.8,16.8,4.6,105.1,9.9,3.8,0.7,0.0,0.0,4.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,04åé,14.0,19.8,8.7,0.0,0.0,0.0,3.5,0.0,0.0,0.1,0.0,1002.5,1014.9,59,9.9,2.4,0.1,0.0,0.0,172.9,17.0,3.7,98.9,9.6,3.4,0.7,0.1,0.0,0.2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,05åé,19.0,24.9,13.9,0.0,0.2,0.0,16.6,1.9,0.0,0.0,0.0,999.8,1012.0,63,13.3,2.2,0.0,0.0,0.0,187.9,17.4,4.0,138.5,10.0,4.2,1.4,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,06åé,22.9,28.1,18.4,0.0,5.4,0.0,24.1,9.0,0.2,0.0,0.3,996.7,1008.7,71,19.1,2.0,0.1,0.0,0.0,138.9,11.5,5.4,184.1,11.7,5.9,1.8,0.7,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,07åé,26.8,31.7,23.0,0.0,23.7,0.0,30.0,22.2,5.1,0.0,4.7,996.8,1008.6,71,24.5,2.1,0.0,0.0,0.0,157.4,13.6,3.4,173.5,11.2,5.3,1.7,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,08åé,27.8,33.4,24.1,0.0,28.3,0.0,30.9,27.2,9.7,0.0,10.6,997.7,1009.4,70,24.8,2.5,0.1,0.0,0.0,202.6,19.9,1.1,127.9,8.0,3.7,1.5,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,09åé,23.8,28.8,20.1,0.0,11.2,0.0,25.6,12.0,0.6,0.0,0.8,1000.4,1012.3,71,21.0,2.2,0.3,0.1,0.0,151.5,15.8,3.3,159.0,10.0,4.7,1.6,0.7,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,10åé,17.7,22.6,13.5,0.0,0.4,0.0,7.8,0.3,0.0,0.0,0.0,1004.7,1017.0,74,15.0,2.0,0.1,0.0,0.0,149.4,17.1,4.7,134.7,9.2,4.2,1.3,0.3,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,11åé,11.8,17.1,7.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1007.5,1020.1,72,10.4,1.7,0.0,0.0,0.0,145.3,17.2,3.6,71.2,7.0,2.5,0.4,0.1,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,12åé,6.8,11.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,1007.7,1020.5,70,7.1,1.9,0.0,0.0,0.0,132.9,16.2,3.1,56.8,6.6,2.2,0.2,0.0,0.0,5.5,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.67,135.84,102.1
R29201,ìﬁó«åß,ìﬁó«és,îN,15.7,20.9,11.5,0.4,69.2,0.0,138.7,72.7,15.6,31.4,16.3,1002.7,1015.0,68,13.6,2.2,0.9,0.1,0.0,1835.8,190.7,42.9,1365.1,106.3,43.9,11.6,3.6,0.2,33.9,5,3,0.2,0.1,0.0,3,0.4,0.2,0.0,0.0,34.67,135.84,102.1
R30201,òaâÃéRåß,òaâÃéRés,01åé,6.2,9.8,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,1017.6,1019.9,61,5.9,4.2,5.7,0.4,0.0,135.8,16.8,3.2,48.7,5.9,1.4,0.3,0.0,0.0,8.8,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,02åé,6.7,10.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1017.2,1019.5,61,6.1,4.0,4.4,0.5,0.0,143.1,16.5,2.9,62.0,6.7,2.3,0.3,0.1,0.0,8.7,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,03åé,9.9,14.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1015.3,1017.5,60,7.5,4.1,6.1,0.9,0.0,179.6,19.2,4.3,96.9,9.1,3.6,0.5,0.1,0.0,2.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,04åé,15.1,19.7,10.7,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1012.7,1014.9,61,10.6,3.9,5.5,0.7,0.1,196.9,18.8,3.9,98.4,9.1,3.8,0.5,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,05åé,19.7,24.3,15.6,0.0,0.1,0.0,12.8,0.5,0.0,0.0,0.0,1009.8,1012.0,64,14.8,3.7,4.2,0.5,0.0,207.6,18.7,4.1,146.6,9.1,4.0,1.5,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,06åé,23.2,27.1,20.1,0.0,5.6,0.0,24.3,3.6,0.1,0.0,0.8,1006.6,1008.7,72,20.5,3.4,3.2,0.7,0.0,157.6,13.7,5.6,183.5,11.0,5.5,1.8,0.8,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,07åé,27.2,31.1,24.3,0.0,26.6,0.0,30.4,21.0,1.8,0.0,12.0,1006.6,1008.7,73,26.2,3.8,4.7,0.7,0.0,206.1,18.2,2.5,175.8,9.4,4.8,1.7,0.6,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,08åé,28.4,32.6,25.1,0.0,30.1,0.0,30.9,27.8,4.2,0.0,17.9,1007.3,1009.4,70,26.8,3.7,3.2,0.6,0.2,239.9,23.0,1.1,101.8,6.4,2.7,1.0,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,09åé,24.9,29.0,21.5,0.0,15.5,0.0,27.0,12.6,0.2,0.0,2.1,1010.0,1012.2,69,21.8,3.5,2.7,0.8,0.3,173.2,17.5,3.5,181.3,9.4,4.6,1.7,0.9,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,10åé,19.3,23.4,15.6,0.0,0.9,0.0,9.8,0.4,0.0,0.0,0.0,1014.6,1016.7,67,15.1,3.5,2.5,0.5,0.1,169.9,18.3,4.2,160.8,8.5,4.0,1.8,0.7,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,11åé,13.8,17.9,9.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1017.7,1019.9,66,10.5,3.7,3.1,0.3,0.0,147.7,17.7,3.7,95.9,6.5,2.8,0.8,0.3,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,12åé,8.6,12.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1018.4,1020.6,63,7.2,4.1,6.0,0.6,0.1,135.4,16.6,2.3,62.7,6.1,2.2,0.4,0.1,0.0,5.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.23,135.16,13.9
R30201,òaâÃéRåß,òaâÃéRés,îN,16.9,21.0,13.3,0.0,78.7,0.0,137.0,65.8,6.2,5.4,32.8,1012.8,1015.0,66,14.4,3.8,51.1,7.1,1.0,2100.1,215.7,41.0,1414.4,97.2,41.9,12.3,4.7,1.0,25.4,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,34.23,135.16,13.9
R31201,íπéÊåß,íπéÊés,01åé,4.2,8.1,1.1,0.9,0.0,0.0,0.0,0.0,0.0,8.8,0.0,1018.1,1020.1,76,6.3,3.2,3.9,0.1,0.0,69.0,6.6,5.7,201.2,20.0,7.3,1.0,0.3,0.0,18.7,55,19,3.6,1.7,0.7,25,8.8,6.0,3.4,0.4,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,02åé,4.7,9.1,1.0,0.6,0.0,0.0,0.0,0.0,0.0,9.7,0.0,1018.0,1020.0,74,6.3,3.3,3.6,0.0,0.0,83.7,8.3,5.1,154.0,16.0,5.8,0.7,0.1,0.0,16.2,49,18,3.2,1.5,0.6,28,8.1,5.6,3.2,0.6,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,03åé,7.9,13.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,1016.1,1018.0,70,7.4,3.3,4.0,0.2,0.0,131.3,13.5,5.4,144.3,14.2,5.8,0.8,0.1,0.0,8.4,11,7,0.6,0.3,0.1,7,1.1,0.5,0.2,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,04åé,13.2,18.9,7.6,0.0,0.0,0.0,2.6,0.2,0.0,0.2,0.0,1013.1,1015.0,67,10.0,3.4,3.4,0.3,0.0,177.4,16.4,4.3,102.2,11.0,3.3,0.4,0.1,0.0,0.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,05åé,18.1,23.8,12.9,0.0,0.1,0.0,12.2,1.3,0.0,0.0,0.0,1010.0,1011.9,68,13.8,3.2,2.3,0.2,0.0,201.4,17.5,4.3,123.0,10.1,4.1,0.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,06åé,22.0,26.9,17.9,0.0,3.6,0.0,22.1,5.4,0.2,0.0,0.3,1006.7,1008.6,74,19.4,2.8,0.8,0.1,0.0,153.9,12.6,4.8,146.0,10.7,4.5,1.2,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,07åé,26.2,30.9,22.5,0.0,20.6,0.0,28.7,19.1,3.4,0.0,3.9,1006.4,1008.2,76,25.5,2.8,0.8,0.0,0.0,166.5,14.3,4.0,188.6,11.9,5.5,1.9,0.6,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,08åé,27.3,32.6,23.3,0.0,25.7,0.0,30.6,24.6,8.2,0.0,6.2,1007.4,1009.2,74,26.3,2.8,0.9,0.0,0.0,203.8,18.7,2.2,128.6,9.2,4.2,1.2,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,09åé,22.9,27.8,19.0,0.0,7.1,0.0,23.7,8.1,0.7,0.0,0.6,1011.0,1012.8,77,21.5,2.7,1.5,0.3,0.0,143.4,14.4,4.5,225.4,12.2,6.0,2.3,1.0,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,10åé,17.2,22.4,12.9,0.0,0.3,0.0,6.1,0.5,0.0,0.0,0.0,1015.7,1017.6,76,14.9,2.7,1.4,0.2,0.0,146.1,15.8,4.9,153.6,11.0,4.3,1.4,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,11åé,11.9,16.8,7.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1018.4,1020.3,75,10.5,3.0,2.1,0.1,0.0,110.7,12.2,4.5,145.9,13.3,4.9,1.0,0.2,0.0,0.3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,12åé,6.8,10.9,3.2,0.1,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1018.8,1020.8,76,7.5,3.2,3.4,0.1,0.0,82.6,9.6,5.4,218.4,18.3,7.8,1.6,0.2,0.0,10.7,27,13,1.8,0.9,0.3,15,3.8,2.6,1.1,0.0,35.49,134.24,7.1
R31201,íπéÊåß,íπéÊés,îN,15.2,20.1,11.0,1.7,57.5,0.1,126.3,59.1,12.4,25.4,11.0,1013.3,1015.2,74,14.1,3.0,28.2,1.5,0.0,1669.9,160.0,55.2,1931.3,158.0,63.3,14.3,4.3,0.7,54.7,140,28,9.1,4.3,1.6,37,21.4,14.4,7.7,1.1,35.49,134.24,7.1
R32201,ìáç™åß,èºç]és,01åé,4.6,8.3,1.5,0.7,0.0,0.0,0.0,0.0,0.0,7.6,0.0,1017.6,1020.4,76,6.4,3.8,8.5,1.0,0.0,67.4,6.4,4.8,153.3,17.9,5.5,0.7,0.0,0.0,18.2,28,10,2.1,0.7,0.1,13,4.7,2.9,0.6,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,02åé,5.0,9.4,1.3,0.6,0.0,0.1,0.0,0.0,0.0,8.8,0.0,1017.3,1020.1,74,6.5,3.5,7.2,0.5,0.0,88.6,9.1,4.1,118.4,14.7,4.3,0.3,0.0,0.0,14.3,25,10,1.9,0.7,0.1,12,3.6,1.5,0.4,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,03åé,8.0,13.1,3.6,0.1,0.0,0.0,0.1,0.0,0.0,3.8,0.0,1015.3,1018.0,72,7.7,3.5,7.5,0.6,0.0,140.5,14.4,5.1,134.0,13.1,4.7,0.7,0.2,0.0,6.6,6,4,0.4,0.2,0.1,4,0.5,0.3,0.1,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,04åé,13.1,18.5,8.2,0.0,0.0,0.0,1.9,0.0,0.0,0.1,0.0,1012.2,1014.9,70,10.5,3.6,8.0,0.7,0.0,182.4,16.8,4.3,113.0,10.0,4.0,0.7,0.1,0.0,0.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,05åé,18.0,23.2,13.5,0.0,0.0,0.0,10.2,0.7,0.0,0.0,0.0,1009.0,1011.7,71,14.6,3.5,5.6,0.3,0.0,206.5,18.2,3.8,130.3,9.4,4.0,1.2,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,06åé,21.7,26.2,18.2,0.0,2.3,0.0,19.9,3.3,0.0,0.0,0.1,1005.8,1008.4,78,20.2,3.2,3.9,0.3,0.0,157.1,13.2,4.5,173.0,10.7,4.5,1.6,0.6,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,07åé,25.8,29.8,22.8,0.0,19.2,0.0,27.6,16.5,1.2,0.0,5.1,1005.4,1008.0,80,26.4,3.4,6.1,0.2,0.0,168.6,14.6,4.5,234.1,11.5,5.8,2.4,1.3,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,08åé,27.1,31.6,23.8,0.0,25.0,0.0,30.1,21.8,4.7,0.0,9.4,1006.5,1009.0,77,27.3,3.1,3.2,0.3,0.0,201.0,18.6,2.7,129.6,9.6,3.9,1.3,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,09åé,22.9,27.1,19.6,0.0,6.7,0.0,22.2,6.0,0.3,0.0,0.8,1010.1,1012.7,79,22.0,2.9,2.0,0.3,0.0,146.2,14.6,4.7,204.1,11.3,5.7,1.9,0.9,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,10åé,17.4,22.0,13.4,0.0,0.2,0.0,4.3,0.3,0.0,0.0,0.0,1014.9,1017.6,76,15.2,2.8,2.4,0.4,0.0,154.4,17.0,3.9,126.1,10.7,3.8,1.0,0.4,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,11åé,12.0,16.5,8.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1017.6,1020.3,76,10.7,2.9,4.3,0.3,0.0,113.8,12.4,4.2,121.6,12.8,4.4,0.6,0.1,0.0,0.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,12åé,7.0,10.9,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1018.1,1020.9,76,7.7,3.6,8.5,1.2,0.0,78.8,8.2,4.1,154.5,17.3,5.5,0.7,0.1,0.0,9.8,11,7,0.6,0.4,0.1,7,1.2,0.6,0.2,0.0,35.46,133.07,16.9
R32201,ìáç™åß,èºç]és,îN,15.2,19.7,11.4,1.4,53.4,0.1,116.4,48.6,6.2,22.1,15.4,1012.5,1015.2,75,14.6,3.3,67.4,6.0,0.2,1705.2,163.5,50.8,1791.9,148.9,56.1,13.2,4.8,0.8,50.5,68,17,4.9,1.9,0.4,20,10.0,5.2,1.3,0.1,35.46,133.07,16.9
R33100,â™éRåß,â™éRés,01åé,4.6,9.6,0.1,0.6,0.0,0.0,0.0,0.0,0.0,16.1,0.0,1019.7,1020.5,69,5.8,3.5,5.9,0.4,0.0,149.0,19.8,2.8,36.2,4.6,1.4,0.1,0.0,0.0,8.9,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,02åé,5.2,10.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,13.8,0.0,1019.2,1020.1,66,6.0,3.2,4.9,0.2,0.0,145.4,17.7,3.0,45.4,5.8,1.9,0.0,0.0,0.0,8.5,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,03åé,8.7,14.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,1017.1,1018.0,65,7.3,3.3,5.5,0.3,0.0,177.8,19.1,4.1,82.5,8.3,3.1,0.4,0.0,0.0,2.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,04åé,14.1,19.8,8.5,0.0,0.0,0.0,2.9,0.0,0.0,0.2,0.0,1014.1,1014.9,60,10.1,3.2,3.9,0.2,0.0,192.6,18.6,4.1,90.0,8.6,3.2,0.5,0.1,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,05åé,19.1,24.8,14.8,0.0,0.1,0.0,16.2,1.4,0.0,0.0,0.0,1011.1,1011.9,64,14.1,3.0,2.5,0.2,0.0,205.9,18.6,4.1,112.6,8.4,3.8,1.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,06åé,22.7,27.6,18.7,0.0,4.4,0.0,23.7,7.0,0.3,0.0,0.2,1007.6,1008.5,71,19.5,2.9,1.1,0.1,0.0,153.5,13.3,5.2,169.3,10.5,5.5,1.5,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,07åé,27.0,31.8,23.4,0.0,24.2,0.0,30.0,21.9,5.4,0.0,7.7,1007.5,1008.3,74,26.1,3.0,1.7,0.1,0.0,169.8,15.2,3.4,177.4,9.7,4.9,1.9,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,08åé,28.1,33.3,24.6,0.0,28.9,0.0,30.9,27.3,8.9,0.0,14.8,1008.3,1009.1,69,26.2,3.0,1.8,0.2,0.1,203.2,19.5,1.5,97.2,6.7,2.9,1.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,09åé,23.9,29.1,20.0,0.0,11.1,0.0,26.9,12.6,0.7,0.0,1.2,1011.5,1012.3,71,21.4,2.9,1.8,0.4,0.0,157.5,15.9,3.6,142.2,8.5,3.8,1.4,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,10åé,18.0,23.4,13.4,0.0,0.3,0.0,9.8,0.3,0.0,0.0,0.0,1016.4,1017.3,71,14.7,2.6,1.6,0.1,0.0,171.5,18.9,4.3,95.4,6.6,2.9,0.9,0.3,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,11åé,11.6,17.1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1019.6,1020.5,72,10.2,2.6,3.0,0.1,0.0,153.7,19.1,3.3,53.3,5.5,2.0,0.2,0.0,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,12åé,6.6,11.7,2.1,0.1,0.0,0.0,0.0,0.0,0.0,7.6,0.0,1020.3,1021.2,71,7.2,3.1,5.6,0.2,0.0,153.8,20.6,2.4,41.5,5.0,1.6,0.1,0.0,0.0,4.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.69,133.93,5.3
R33100,â™éRåß,â™éRés,îN,15.8,21.1,11.4,1.0,68.9,0.0,140.4,70.6,15.2,42.1,23.9,1014.4,1015.2,69,14.1,3.0,39.3,2.6,0.2,2033.7,216.1,41.8,1143.1,88.3,36.9,9.1,3.1,0.4,24.4,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,34.69,133.93,5.3
R34100,çLìáåß,çLìáés,01åé,5.4,9.9,2.0,0.4,0.0,0.0,0.0,0.0,0.0,5.6,0.0,1014.4,1021.1,66,6.0,3.5,3.1,0.1,0.0,138.6,18.0,3.0,46.2,5.5,1.9,0.1,0.0,0.0,8.2,3,2,0.2,0.0,0.0,3,0.3,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,02åé,6.2,10.9,2.4,0.3,0.0,0.0,0.0,0.0,0.0,4.7,0.0,1013.8,1020.5,65,6.2,3.6,3.5,0.0,0.0,140.1,16.7,3.2,64.0,6.9,2.5,0.1,0.1,0.0,6.5,3,2,0.2,0.1,0.0,3,0.3,0.1,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,03åé,9.5,14.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1011.6,1018.2,62,7.4,3.8,5.7,0.1,0.0,176.7,18.5,4.3,118.3,9.0,4.0,1.1,0.3,0.0,2.3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,04åé,14.8,19.8,10.1,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1008.6,1015.1,61,10.2,3.7,4.6,0.1,0.0,191.9,18.2,4.5,141.0,8.8,4.6,1.7,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,05åé,19.6,24.4,15.1,0.0,0.0,0.0,14.7,0.3,0.0,0.0,0.0,1005.5,1011.8,63,14.2,3.4,2.5,0.0,0.0,210.8,18.8,4.5,169.8,8.6,4.9,2.1,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,06åé,23.2,27.2,19.8,0.0,5.3,0.0,24.3,4.0,0.0,0.0,0.5,1002.2,1008.4,71,20.0,3.1,0.9,0.1,0.1,154.6,13.4,6.0,226.5,10.7,6.0,2.6,1.2,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
R34100,çLìáåß,çLìáés,07åé,27.2,30.9,24.1,0.0,24.9,0.0,29.8,20.0,1.8,0.0,11.7,1002.1,1008.2,73,26.1,3.2,1.9,0.2,0.0,173.4,15.4,4.6,279.8,10.6,6.3,3.3,1.7,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.40,132.46,3.6
